
10000000 1.682e-06
20000000 2.358e-06
30000000 2.924e-06
40000000 2.711e-06
50000000 3.193e-06
60000000 2.313e-06
70000000 2.365e-06
80000000 2.394e-06
90000000 2.815e-06
100000000 2.652e-06
110000000 2.374e-06
120000000 3.319e-06
130000000 3.117e-06
140000000 2.922e-06
150000000 2.8e-06
160000000 3.12e-06
170000000 2.591e-06
180000000 2.669e-06
190000000 2.39e-06
200000000 3.341e-06
210000000 2.857e-06
220000000 3.119e-06
230000000 3.2e-06
240000000 2.817e-06
250000000 2.825e-06
260000000 3.028e-06
270000000 2.789e-06
280000000 3.177e-06
290000000 2.899e-06
300000000 4.035e-06
310000000 2.76e-06
320000000 3.445e-06
330000000 2.899e-06
340000000 3.101e-06
350000000 2.827e-06
360000000 3.013e-06
370000000 3.159e-06
380000000 2.681e-06
390000000 2.95e-06
400000000 3.26e-06
410000000 3.242e-06
420000000 3.204e-06
430000000 3.362e-06
440000000 3.221e-06
450000000 3.264e-06
460000000 3.39e-06
470000000 3.238e-06
480000000 3.272e-06
490000000 2.831e-06
500000000 3.366e-06
510000000 3.249e-06
520000000 3.473e-06
530000000 3.288e-06
540000000 3.059e-06
550000000 3.809e-06
560000000 3.182e-06
570000000 3.76e-06
580000000 3.491e-06
590000000 3.335e-06
600000000 3.464e-06
610000000 3.248e-06
620000000 3.441e-06
630000000 3.267e-06
640000000 3.104e-06
650000000 3.323e-06
660000000 3.127e-06
670000000 3.318e-06
680000000 2.877e-06
690000000 3.459e-06
700000000 3.077e-06
710000000 3.061e-06
720000000 3.561e-06
730000000 3.49e-06
740000000 2.996e-06
750000000 3.162e-06
760000000 3.552e-06
770000000 3.012e-06
780000000 3.161e-06
790000000 3.442e-06
800000000 3.115e-06
810000000 3.823e-06
820000000 2.958e-06
830000000 3.142e-06
840000000 2.951e-06
850000000 3.09e-06
860000000 3.268e-06
870000000 3.627e-06
880000000 3.002e-06
890000000 3.413e-06
900000000 3.418e-06
910000000 3.74e-06
920000000 3.338e-06
930000000 3.312e-06
940000000 3.435e-06
950000000 3.097e-06
960000000 3.361e-06
970000000 3.518e-06
980000000 3.179e-06
990000000 3.351e-06
1000000000 4.007e-06
