29 64 42
24 65 35
80 56 37
68 56 39
77 53 43
3 55 45
79 57 48
33 53 52
81 55 54
9 55 60
51 49 58
20 45 65
30 40 60
70 37 56
31 31 52
88 26 52
7 20 50
82 15 47
48 13 52
47 8 56
36 2 60
49 6 68
19 15 60
11 20 65
62 24 58
10 30 60
90 31 67
32 35 69
63 27 69
64 15 77
46 2 48
8 10 43
45 6 38
17 5 30
84 11 31
5 15 30
60 17 34
83 14 37
18 20 40
52 27 43
89 26 35
6 25 30
94 26 27
95 25 24
97 25 21
92 22 22
59 21 24
99 20 26
96 22 27
93 18 24
85 16 22
91 15 19
100 18 18
37 20 20
98 19 21
61 12 24
16 10 20
44 11 14
14 15 10
42 24 12
87 28 18
2 35 17
57 32 12
15 30 5
43 23 3
38 5 5
86 4 18
13 30 25
58 36 26
40 40 25
21 45 20
73 44 17
72 47 16
74 46 13
22 45 10
41 42 7
75 49 11
56 53 12
23 55 5
39 60 12
4 55 20
54 57 29
55 63 23
25 65 20
67 67 5
26 45 30
12 50 35
76 49 42
50 47 47
1 41 49
69 37 47
27 35 40
101 35 35
53 37 31
28 41 37
78 61 52
34 65 55
35 63 65
71 57 68
66 49 73
65 62 77
29 64 42



