16 5400 11650
15 4700 11650
74 200 12200
14 3100 10950
13 3600 10800
9 4700 8450
10 5400 8450
6 4493 7102
7 3600 6950
8 3100 7250
3 4700 5750
4 5400 5750
2 3100 3300
75 200 1100
76 200 800
1 3600 2300
23 5400 1600
22 6650 2300
21 7300 3300
25 7850 3300
24 8350 2300
46 10150 1600
45 11400 2300
44 12050 3300
48 12600 3300
47 13100 2300
69 14900 1600
68 16150 2300
67 16800 3300
70 19800 800
50 14900 5750
49 14200 5750
52 13993 7102
53 13100 6950
54 12600 7250
42 12050 7250
43 11400 6950
27 10150 5750
26 9450 5750
20 6650 6950
5 5608 7103
19 7300 7250
31 7850 7250
30 8350 6950
29 9243 7102
28 10358 7103
33 10150 8450
32 9450 8450
34 10360 10053
40 11400 10800
41 12050 10950
60 12600 10950
59 13100 10800
73 19800 12200
72 19800 11900
71 19800 10000
65 16800 7250
66 16150 6950
51 15108 7103
56 14900 8450
55 14200 8450
58 13992 10052
57 15110 10053
63 16150 10800
64 16800 10950
62 14900 11650
61 14200 11650
39 10150 11650
38 9450 11650
35 9242 10052
36 8350 10800
37 7850 10950
18 7300 10950
17 6650 10800
11 5610 10053
12 4492 10052
16 5400 11650


118094
