53 55 57
14 62 57
59 70 64
66 57 72
11 55 65
65 50 70
38 47 66
10 40 66
31 31 76
55 10 70
18 9 56
24 7 43
56 6 25
23 11 28
49 12 38
16 21 36
63 20 30
33 26 29
73 27 24
1 22 22
43 16 19
41 12 17
42 15 14
64 15 5
22 26 13
61 36 6
69 50 4
36 54 10
71 59 5
60 64 4
70 66 8
20 66 14
37 60 15
5 55 20
15 62 24
57 65 27
13 62 35
54 67 41
27 55 34
45 50 30
29 52 26
48 48 21
47 50 15
21 44 13
74 40 20
28 35 16
62 30 20
2 36 26
30 43 26
4 45 35
75 40 37
68 38 33
6 33 34
51 29 39
17 33 44
12 35 51
40 30 50
3 21 45
44 21 48
32 22 53
50 15 56
25 17 64
9 26 59
39 30 60
72 35 60
58 40 60
26 41 46
76 40 40
67 45 42
34 50 40
52 54 38
46 51 42
8 55 45
19 62 48
35 55 50
7 50 50
53 55 57


585.615
