29 64 42
24 65 35
80 56 37
68 56 39
12 50 35
26 45 30
28 41 37
53 37 31
101 35 35
27 35 40
69 37 47
1 41 49
50 47 47
76 49 42
77 53 43
54 57 29
55 63 23
25 65 20
4 55 20
39 60 12
67 67 5
23 55 5
56 53 12
75 49 11
41 42 7
22 45 10
74 46 13
72 47 16
73 44 17
21 45 20
40 40 25
58 36 26
13 30 25
2 35 17
57 32 12
15 30 5
43 23 3
42 24 12
87 28 18
37 20 20
98 19 21
100 18 18
14 15 10
38 5 5
44 11 14
86 4 18
16 10 20
61 12 24
91 15 19
85 16 22
93 18 24
99 20 26
96 22 27
59 21 24
92 22 22
97 25 21
95 25 24
94 26 27
6 25 30
89 26 35
52 27 43
18 20 40
83 14 37
60 17 34
5 15 30
84 11 31
17 5 30
45 6 38
8 10 43
46 2 48
36 2 60
49 6 68
19 15 60
11 20 65
64 15 77
63 27 69
32 35 69
90 31 67
10 30 60
62 24 58
47 8 56
48 13 52
82 15 47
7 20 50
88 26 52
31 31 52
70 37 56
30 40 60
20 45 65
51 49 58
9 55 60
65 62 77
66 49 73
71 57 68
35 63 65
34 65 55
78 61 52
81 55 54
33 53 52
79 57 48
3 55 45
29 64 42


683.226
