10 35 17
35 41 32
84 43 47
36 53 46
6 49 57
55 54 65
89 60 60
110 70 57
112 66 50
114 87 45
5 106 46
27 103 56
80 96 59
101 82 58
102 81 68
48 70 68
47 59 77
71 55 80
26 58 93
34 59 101
116 52 99
70 49 96
8 42 93
54 39 78
90 36 73
96 29 73
111 16 89
24 28 102
60 39 109
16 27 123
61 25 129
120 31 140
28 38 149
45 43 153
87 62 153
74 51 142
105 47 126
40 59 118
72 62 123
38 79 115
7 80 125
56 77 141
41 84 147
42 95 160
49 106 169
118 103 176
17 96 170
98 89 166
50 86 168
46 81 175
44 73 166
75 64 172
14 57 165
86 48 171
15 18 159
59 9 158
76 14 138
1 8 124
29 23 138
30 22 146
32 27 144
92 31 150
78 38 160
94 36 172
81 33 177
22 48 190
85 52 200
18 63 198
31 32 208
66 37 203
117 50 212
19 59 211
107 78 195
20 88 182
113 98 194
69 94 202
65 98 207
43 87 213
108 77 215
25 63 224
79 86 230
58 89 238
100 78 244
52 68 243
33 75 258
91 111 243
68 103 224
13 154 182
51 127 109
11 118 96
23 106 106
9 104 94
103 92 98
4 69 96
119 84 91
3 97 74
82 108 78
2 125 80
115 132 87
21 142 72
109 140 62
93 130 67
88 159 53
97 150 28
12 151 22
95 132 28
77 120 37
64 132 51
53 116 57
63 104 34
57 95 24
73 91 31
39 109 13
83 93 12
67 80 16
37 76 19
62 69 20
106 70 34
104 56 33
99 58 21
10 35 17


1764.06
