243 6150 9200
558 11700 9250
560 11550 9350
561 11450 9650
550 11750 9800
551 11850 9750
552 12050 9650
553 12050 9350
554 12050 9150
555 12050 9000
556 11750 9000
557 11650 9000
559 11450 9150
592 11350 9000
591 11250 9000
574 11100 8850
573 11000 8850
572 11000 8950
571 10900 9200
579 10300 8950
580 10300 8750
998 9800 8450
481 9300 8750
482 9300 8950
485 9250 9750
513 9250 10250
512 9300 10550
511 9350 10850
510 9350 11100
509 9050 11150
508 8850 11150
507 8650 11150
502 8500 11200
501 8350 11100
498 8050 10650
499 8200 10450
500 8500 10500
489 8650 10150
488 8850 10150
487 9050 10150
486 9050 9950
490 8950 9850
491 8800 9700
492 8950 9450
484 9050 9450
483 9000 9250
493 8800 9200
494 8650 9250
495 8500 9500
496 8200 9450
497 8050 9350
227 7300 9000
226 7300 9150
225 7300 9350
224 7300 9650
223 7100 9750
222 7000 9800
220 7000 10050
219 6850 10200
218 6700 10300
217 6900 10450
212 7000 10500
216 7050 10400
215 7100 10250
214 7200 10200
213 7200 10500
211 6950 10650
210 6950 11250
504 8350 11600
503 8500 11400
506 8650 11400
505 8650 11550
999 9800 11650
531 10700 11650
532 10800 11550
525 10700 10850
527 10900 11050
528 10950 11150
526 10800 11050
529 10700 11150
530 10350 11100
524 10350 10850
523 10400 10550
515 10350 10250
514 10350 9750
569 10700 9750
570 10750 9600
568 10850 9800
566 10950 9950
567 10850 10050
516 10700 10250
522 10700 10550
521 10900 10400
520 10950 10300
517 10850 10250
518 11000 10200
519 11150 10300
565 11150 10050
564 11250 10050
563 11350 9800
562 11450 9800
549 11550 9950
548 11750 10050
547 11600 10200
546 11450 10300
545 11650 10450
540 11750 10500
544 11800 10400
543 11850 10250
542 11950 10200
541 11950 10500
539 11700 10650
537 11400 11050
536 11250 11150
534 11100 11350
533 11200 11550
535 11300 11350
538 11700 11250
825 12800 9350
824 12950 9450
823 13250 9500
822 13400 9250
821 13550 9200
811 13750 9250
810 14050 8950
809 14050 8750
808 13750 8250
807 13900 8250
805 14050 7900
806 14150 8150
1001 14550 8450
842 15100 9750
843 15100 10250
851 15150 10550
837 13800 11150
836 13600 11150
835 13400 11150
831 13250 11400
832 13100 11600
833 13400 11550
834 13400 11400
830 13250 11200
829 13100 11100
826 12800 10650
827 12950 10450
828 13250 10500
817 13400 10150
816 13600 10150
815 13800 10150
814 13800 9950
818 13700 9850
819 13550 9700
820 13700 9450
812 13800 9450
813 14000 9750
841 14000 10250
840 14050 10550
839 14100 10850
838 14100 11100
1002 14550 11650
858 15100 11100
852 15100 10850
850 15450 10550
849 15650 10400
848 15700 10300
845 15600 10250
844 15450 10250
895 15600 10050
894 15700 9950
896 15600 9800
897 15450 9750
898 15500 9600
891 16100 9800
889 16200 9650
890 16200 9800
877 16300 9950
892 16000 10050
893 15900 10050
846 15750 10200
847 15900 10300
853 15450 10850
857 15450 11150
