1 8 124
76 14 138
16 27 123
61 25 129
29 23 138
30 22 146
59 9 158
15 18 159
32 27 144
120 31 140
92 31 150
28 38 149
45 43 153
78 38 160
74 51 142
87 62 153
14 57 165
75 64 172
86 48 171
94 36 172
81 33 177
22 48 190
18 63 198
85 52 200
66 37 203
31 32 208
117 50 212
19 59 211
25 63 224
52 68 243
33 75 258
100 78 244
58 89 238
79 86 230
108 77 215
43 87 213
91 111 243
68 103 224
65 98 207
69 94 202
113 98 194
107 78 195
20 88 182
118 103 176
13 154 182
49 106 169
17 96 170
46 81 175
44 73 166
50 86 168
98 89 166
42 95 160
41 84 147
56 77 141
7 80 125
38 79 115
72 62 123
105 47 126
40 59 118
34 59 101
116 52 99
70 49 96
60 39 109
24 28 102
111 16 89
8 42 93
54 39 78
96 29 73
90 36 73
6 49 57
84 43 47
36 53 46
35 41 32
10 35 17
104 56 33
99 58 21
62 69 20
37 76 19
67 80 16
83 93 12
39 109 13
57 95 24
63 104 34
95 132 28
77 120 37
5 106 46
53 116 57
27 103 56
82 108 78
3 97 74
80 96 59
73 91 31
114 87 45
106 70 34
112 66 50
110 70 57
101 82 58
102 81 68
48 70 68
89 60 60
55 54 65
71 55 80
47 59 77
26 58 93
4 69 96
119 84 91
103 92 98
9 104 94
23 106 106
51 127 109
11 118 96
115 132 87
2 125 80
93 130 67
21 142 72
109 140 62
64 132 51
97 150 28
12 151 22
88 159 53
1 8 124
