36 2 60
47 8 56
48 13 52
46 2 48
8 10 43
45 6 38
17 5 30
84 11 31
61 12 24
16 10 20
86 4 18
38 5 5
44 11 14
14 15 10
43 23 3
15 30 5
57 32 12
2 35 17
42 24 12
85 16 22
91 15 19
100 18 18
37 20 20
98 19 21
93 18 24
92 22 22
59 21 24
97 25 21
87 28 18
95 25 24
13 30 25
94 26 27
6 25 30
89 26 35
96 22 27
99 20 26
5 15 30
83 14 37
60 17 34
18 20 40
52 27 43
82 15 47
19 15 60
49 6 68
64 15 77
11 20 65
63 27 69
90 31 67
32 35 69
10 30 60
62 24 58
7 20 50
88 26 52
31 31 52
70 37 56
30 40 60
20 45 65
1 41 49
69 37 47
27 35 40
101 35 35
53 37 31
28 41 37
50 47 47
76 49 42
77 53 43
3 55 45
79 57 48
33 53 52
81 55 54
51 49 58
9 55 60
66 49 73
65 62 77
71 57 68
35 63 65
78 61 52
34 65 55
29 64 42
24 65 35
25 65 20
55 63 23
54 57 29
68 56 39
80 56 37
12 50 35
26 45 30
58 36 26
40 40 25
21 45 20
73 44 17
41 42 7
22 45 10
75 49 11
74 46 13
72 47 16
4 55 20
56 53 12
23 55 5
39 60 12
67 67 5
36 2 60
