2 1050 2750
3 1150 2250
6 1050 1550
4 1250 2050
5 1350 2350
1 1150 4000
74 3350 4250
75 3350 4650
76 3250 5200
77 4000 5050
93 4100 5250
94 4100 5350
92 4247 5256
90 4247 5150
89 4350 4900
78 4100 4750
79 3950 4650
82 4200 4550
80 3950 4250
81 4200 4150
83 4500 4400
84 4700 4350
88 4350 4750
86 4500 4800
85 4700 4750
87 4500 4950
91 4354 5256
99 4500 5450
98 4304 5447
97 4305 5554
96 4199 5554
95 4000 5550
136 3800 5950
135 3950 5950
134 4100 5850
133 4250 5950
101 4650 6000
109 5300 5150
108 5250 5350
107 5150 5500
994 5050 5750
103 5050 6050
105 5300 6050
106 5400 6050
118 5550 6000
112 5650 5500
110 5650 5350
111 5800 5350
113 5800 5500
304 5998 5500
301 6250 5500
283 6550 5500
300 6600 5200
305 6250 5000
306 6100 4800
307 6000 4450
46 5600 4250
47 5450 4250
48 5350 4150
310 6000 3950
312 5850 3750
45 5600 3750
44 5450 3750
43 5350 3750
42 5200 3650
49 5050 3800
50 4950 3500
51 4700 3500
53 4450 3500
52 4400 3700
54 4100 3500
55 4150 3300
56 4100 3150
72 3700 3100
73 3550 3300
71 3400 3200
70 3400 2700
69 3550 2800
68 3700 2800
67 4100 2950
57 4300 3300
58 4500 3150
59 4500 2950
66 4300 2800
64 4550 2500
63 4600 2350
62 4700 2500
23 4900 2050
22 4850 1900
17 4600 1850
16 4400 1700
13 4250 1650
12 4050 2150
11 4050 2000
9 3550 1600
8 3450 1450
7 3350 1700
10 3950 1700
14 4150 1500
15 4450 1450
18 4900 1550
19 5100 1550
20 5350 1450
21 4950 1700
25 5100 2050
24 5000 2150
31 5250 2250
26 5400 2050
27 5750 2000
28 5900 2050
334 6450 2300
333 6300 2300
332 6150 2300
29 5600 2250
30 5400 2300
32 5000 2350
33 5000 2550
36 5450 2750
37 5400 2950
35 5250 2750
34 5050 2800
65 4550 2800
61 4700 2800
60 4700 3000
40 4950 3300
39 5050 3100
38 5200 3150
41 5100 3600
313 5750 3450
314 5850 3050
331 6000 2800
330 6150 2800
329 6300 2800
328 6450 2800
327 6450 2950
315 6000 3200
316 6000 3300
325 6148 3206
326 6148 3099
324 6254 3206
323 6450 3450
322 6450 3650
294 6850 3800
293 6950 3900
292 7350 3800
291 7350 3900
290 7350 4050
289 7350 4150
296 6950 4150
295 6850 4050
321 6450 3750
319 6148 3450
320 6254 3557
318 6148 3556
317 6100 3650
311 6000 3800
309 6100 4150
308 6100 4400
991 6450 4950
297 6650 4900
298 6700 5050
299 6700 5300
286 7100 5100
288 7350 4750
287 7350 4900
285 7100 5500
284 6800 5500
282 6600 5700
281 6700 5800
277 6800 6000
280 6604 5950
278 6603 6057
279 6498 6057
302 6106 5606
303 5999 5607
114 5750 5700
115 5750 5850
116 5700 6000
117 5700 6150
119 5550 6150
120 6000 6600
121 6000 7000
257 5900 7350
258 5950 7650
259 6000 7850
253 5650 8150
254 5550 7900
255 5550 7650
256 5650 7450
126 5150 7000
122 5550 6650
123 5400 6550
124 5300 6450
125 5150 6550
127 5050 6550
104 5150 6150
102 4800 6100
100 4500 6050
129 4650 6400
128 4800 6500
130 4500 6550
131 4250 6700
132 4250 6350
137 3950 6350
138 3800 6350
139 3250 7000
140 3300 7450
141 3300 7550
142 3900 7850
143 4250 7800
144 4400 7750
145 4250 7300
146 4450 7450
147 4650 7450
148 4550 7650
149 4550 7900
150 4650 8150
152 4250 8250
151 4400 8250
153 4550 8750
165 4050 9200
166 3900 9250
169 3300 9350
168 3450 9450
167 3750 9500
163 4050 9700
162 4200 9850
158 4300 9950
161 3900 10150
160 4100 10150
159 4300 10150
172 3750 10500
171 3450 10450
170 3300 10650
173 3600 11100
174 3750 11200
175 3750 11400
176 3600 11600
177 3900 11550
178 3900 11400
179 3900 11150
180 4100 11150
181 4300 11150
996 5050 11650
182 4600 11100
183 4600 10850
184 4550 10550
185 4500 10250
157 4500 9750
164 4200 9450
156 4300 9450
155 4250 9250
154 4550 8950
995 5050 8450
252 5550 8750
251 5550 8950
186 5600 9750
187 5600 10250
195 5650 10550
196 5600 10850
202 5600 11100
197 5950 10850
198 6050 11050
199 6150 11050
200 6200 11150
201 5950 11150
203 5950 11650
204 6050 11550
206 6350 11350
205 6450 11550
207 6550 11350
208 6500 11150
209 6650 11050
210 6950 11250
211 6950 10650
212 7000 10500
217 6900 10450
216 7050 10400
215 7100 10250
219 6850 10200
218 6700 10300
191 6400 10300
192 6200 10300
193 6150 10400
194 5950 10550
188 5950 10250
189 6100 10250
239 6100 10050
241 5950 9750
242 6000 9600
240 6100 9800
238 6200 9950
190 6250 10200
237 6400 10050
236 6500 10050
221 6800 9950
235 6600 9800
234 6700 9800
233 6700 9650
232 6800 9350
231 6700 9150
263 6500 9000
264 6600 9000
265 6699 8856
266 6699 8750
262 6500 8700
246 6350 8850
243 6150 9200
244 6250 8950
245 6250 8850
247 6150 8600
250 6000 8600
249 6000 8450
248 6150 8500
260 6400 8350
270 6600 8000
261 6450 8600
268 6750 8600
269 6750 8500
271 6900 8350
274 7000 7350
275 7100 6750
276 7100 6600
467 8000 7000
468 8050 7450
469 8050 7550
273 7350 7650
272 7200 8000
267 6805 8749
229 6900 9000
228 7000 9000
230 6950 9250
227 7300 9000
226 7300 9150
225 7300 9350
222 7000 9800
223 7100 9750
224 7300 9650
220 7000 10050
214 7200 10200
213 7200 10500
498 8050 10650
499 8200 10450
500 8500 10500
489 8650 10150
488 8850 10150
491 8800 9700
492 8950 9450
495 8500 9500
496 8200 9450
497 8050 9350
494 8650 9250
493 8800 9200
480 9000 8250
479 9150 8250
470 8650 7850
471 9000 7800
472 9150 7750
473 9000 7300
474 9200 7450
475 9400 7450
476 9300 7650
477 9300 7900
478 9400 8150
998 9800 8450
481 9300 8750
482 9300 8950
483 9000 9250
484 9050 9450
490 8950 9850
486 9050 9950
487 9050 10150
501 8350 11100
502 8500 11200
503 8500 11400
504 8350 11600
505 8650 11550
506 8650 11400
507 8650 11150
508 8850 11150
509 9050 11150
999 9800 11650
510 9350 11100
511 9350 10850
512 9300 10550
513 9250 10250
485 9250 9750
514 10350 9750
569 10700 9750
570 10750 9600
568 10850 9800
567 10850 10050
566 10950 9950
516 10700 10250
517 10850 10250
515 10350 10250
523 10400 10550
524 10350 10850
530 10350 11100
529 10700 11150
526 10800 11050
536 11250 11150
537 11400 11050
538 11700 11250
535 11300 11350
533 11200 11550
531 10700 11650
532 10800 11550
534 11100 11350
528 10950 11150
527 10900 11050
525 10700 10850
522 10700 10550
521 10900 10400
520 10950 10300
518 11000 10200
519 11150 10300
565 11150 10050
564 11250 10050
546 11450 10300
547 11600 10200
545 11650 10450
539 11700 10650
540 11750 10500
541 11950 10500
544 11800 10400
543 11850 10250
542 11950 10200
548 11750 10050
551 11850 9750
550 11750 9800
549 11550 9950
563 11350 9800
562 11450 9800
561 11450 9650
560 11550 9350
558 11700 9250
559 11450 9150
591 11250 9000
592 11350 9000
593 11449 8856
594 11449 8750
590 11250 8700
574 11100 8850
571 10900 9200
572 11000 8950
573 11000 8850
575 10900 8600
578 10750 8600
579 10300 8950
580 10300 8750
577 10750 8450
576 10900 8500
588 11150 8350
587 10750 7850
586 10700 7650
581 10400 8150
582 10300 7900
583 10300 7650
584 10400 7450
585 10650 7350
449 10750 7000
448 10750 6600
607 11248 6057
606 11353 6057
608 11354 5950
610 11350 5700
611 11300 5500
630 10856 5606
631 10749 5607
444 10450 6000
445 10450 6150
447 10300 6150
450 10300 6650
451 10150 6550
452 10050 6450
453 9900 6550
454 9900 7000
455 9800 6550
456 9550 6500
457 9400 6400
458 9250 6550
459 9000 6700
460 9000 6350
465 8700 6350
466 8550 6350
464 8550 5950
463 8700 5950
462 8850 5850
423 8750 5550
420 8997 5256
419 9104 5256
418 8997 5150
415 9250 4950
413 9450 4750
414 9250 4800
416 9100 4750
417 9100 4900
406 8850 4750
410 8950 4550
411 9250 4400
412 9450 4350
409 8950 4150
408 8700 4250
402 8100 4250
403 8100 4650
404 8000 5200
407 8700 4650
405 8750 5050
421 8850 5250
422 8850 5350
424 8949 5554
426 9054 5447
427 9250 5450
425 9055 5554
461 9000 5950
428 9250 6050
429 9400 6000
430 9550 6100
432 9900 6150
431 9800 6050
997 9800 5750
435 9900 5500
436 10000 5350
437 10050 5150
433 10050 6050
434 10150 6050
446 10300 6000
443 10500 5850
442 10500 5700
441 10550 5500
440 10400 5500
438 10400 5350
439 10550 5350
632 10748 5500
629 11000 5500
628 11350 5200
633 11000 5000
634 10850 4800
635 10750 4450
374 10350 4250
375 10200 4250
376 10100 4150
638 10750 3950
640 10600 3750
373 10350 3750
372 10200 3750
371 10100 3750
370 9950 3650
377 9800 3800
378 9700 3500
379 9450 3500
381 9200 3500
380 9150 3700
382 8850 3500
383 8900 3300
384 8850 3150
400 8450 3100
401 8300 3300
399 8150 3200
398 8150 2700
397 8300 2800
396 8450 2800
395 8850 2950
385 9050 3300
386 9250 3150
387 9250 2950
394 9050 2800
392 9300 2500
391 9350 2350
390 9450 2500
351 9650 2050
350 9600 1900
345 9350 1850
344 9150 1700
341 9000 1650
340 8800 2150
339 8800 2000
337 8300 1600
336 8200 1450
335 8100 1700
338 8700 1700
342 8900 1500
343 9200 1450
346 9650 1550
347 9850 1550
348 10100 1450
349 9700 1700
353 9850 2050
352 9750 2150
359 10000 2250
354 10150 2050
